leagueNation,league,team name,num,name,age,nationality,position,market value
Italy,Serie A,Cagliari Calcio,32,Andrea Petagna,28,Italy,ST,5000000.0
Italy,Serie A,Cagliari Calcio,61,Eldor Shomurodov,28,Uzbekistan,ST,5000000.0
Italy,Serie A,Cagliari Calcio,9,Gianluca Lapadula,34,Peru,ST,2000000.0
Italy,Serie A,Cagliari Calcio,30,Leonardo Pavoletti,35,Italy,ST,1000000.0
Italy,Serie A,FC Empoli,10,M'Baye Niang,29,Senegal,ST,2700000.0
Italy,Serie A,FC Empoli,7,Stiven Shpendi,20,Albania,ST,2000000.0
Italy,Serie A,FC Empoli,17,Alberto Cerri,28,Italy,ST,1700000.0
Italy,Serie A,FC Empoli,9,Francesco Caputo,36,Italy,ST,1300000.0
Italy,Serie A,FC Empoli,23,Mattia Destro,33,Italy,ST,800000.0
Italy,Serie A,Hellas Verona,11,Karol Świderski,27,Poland,ST,6000000.0
Italy,Serie A,Hellas Verona,9,Thomas Henry,29,France,ST,3500000.0
Italy,Serie A,Hellas Verona,99,Federico Bonazzoli,26,Italy,ST,3000000.0
Italy,Serie A,Hellas Verona,13,Juan Manuel Cruz,24,Argentina,ST,450000.0
Italy,Serie B,Parma Calcio 1913,13,Ange-Yoan Bonny,20,France,ST,6000000.0
Italy,Serie B,Parma Calcio 1913,17,Antonio Colak,30,Croatia,ST,2900000.0
Italy,Serie B,Parma Calcio 1913,9,Gabriel Charpentier,24,Congo,ST,1600000.0
Italy,Serie B,UC Sampdoria,19,Agustín Álvarez,22,Uruguay,ST,7000000.0
Italy,Serie B,UC Sampdoria,7,Sebastiano Esposito,21,Italy,ST,4400000.0
Italy,Serie B,UC Sampdoria,9,Manuel De Luca,25,Italy,ST,1000000.0
Italy,Serie B,Como 1907,10,Patrick Cutrone,26,Italy,ST,3000000.0
Italy,Serie B,Como 1907,77,Jean-Pierre Nsame,30,Cameroon,ST,3000000.0
Italy,Serie B,Como 1907,23,Nicholas Gioacchini,23,United States,ST,2500000.0
Italy,Serie B,Como 1907,9,Alessandro Gabrielloni,29,Italy,ST,600000.0
Italy,Serie B,Como 1907,99,Tommaso Fumagalli,24,Italy,ST,250000.0
Italy,Serie B,Como 1907,17,Federico Chinetti,19,Italy,ST,50000.0
Italy,Serie B,Palermo FC,9,Matteo Luigi Brunori,29,Italy,ST,4500000.0
Italy,Serie B,Palermo FC,7,Leonardo Mancuso,31,Italy,ST,1300000.0
Italy,Serie B,Palermo FC,27,Edoardo Soleri,26,Italy,ST,350000.0
Italy,Serie B,US Cremonese,11,Felix Afena-Gyan,21,Ghana,ST,3500000.0
Italy,Serie B,US Cremonese,90,Massimo Coda,35,Italy,ST,1300000.0
Italy,Serie B,US Cremonese,74,Frank Tsadjout,24,Italy,ST,900000.0
Italy,Serie B,US Cremonese,9,Daniel Ciofani,38,Italy,ST,200000.0
Italy,Serie B,Spezia Calcio,9,Francesco Pio Esposito,18,Italy,ST,3000000.0
Italy,Serie B,Spezia Calcio,24,Luca Moro,23,Italy,ST,2200000.0
Italy,Serie B,Spezia Calcio,20,Giuseppe Di Serio,22,Italy,ST,1200000.0
Italy,Serie B,Spezia Calcio,16,Diego Falcinelli,32,Italy,ST,700000.0
Italy,Serie B,Venezia FC,20,Joel Pohjanpalo,29,Finland,ST,4500000.0
Italy,Serie B,Venezia FC,9,Christian Gytkjaer,33,Denmark,ST,700000.0
Italy,Serie B,Venezia FC,99,Marco Olivieri,24,Italy,ST,600000.0
Italy,Serie B,Pisa Sporting Club,17,Jan Mlakar,25,Slovenia,ST,2700000.0
Italy,Serie B,Pisa Sporting Club,32,Stefano Moreo,30,Italy,ST,1000000.0
Italy,Serie B,Pisa Sporting Club,10,Ernesto Torregrossa,31,Venezuela,ST,800000.0
Italy,Serie B,Pisa Sporting Club,9,Nicholas Bonfanti,22,Italy,ST,750000.0
Italy,Serie B,Pisa Sporting Club,26,Gaetano Masucci,39,Italy,ST,100000.0
Italy,Serie B,SSC Bari,9,Marco Nasti,20,Italy,ST,2000000.0
Italy,Serie B,SSC Bari,47,George Pușcaș,28,Romania,ST,2000000.0
Italy,Serie B,SSC Bari,18,Davide Diaw,32,Italy,ST,1200000.0
Italy,Serie B,SSC Bari,20,Giuseppe Sibilli,27,Italy,ST,900000.0
Italy,Serie B,SSC Bari,28,Hemsley Akpa-Chukwu,18,Belgium,ST,100000.0
Italy,Serie B,Modena FC,17,Jacopo Manconi,29,Italy,ST,500000.0
Italy,Serie B,Modena FC,9,Ettore Gliozzi,28,Italy,ST,1300000.0
Italy,Serie B,Modena FC,32,Luca Strizzolo,31,Italy,ST,500000.0
Italy,Serie B,Modena FC,90,Fabio Abiuso,21,Italy,ST,500000.0
Italy,Serie B,Modena FC,73,Lorenzo Di Stefano,21,Italy,ST,350000.0
Italy,Serie B,AC Reggiana 1919,28,Janis Antiste,21,France,ST,2000000.0
Italy,Serie B,AC Reggiana 1919,11,Cedric Gondo,27,Cote d'Ivoire,ST,700000.0
Italy,Serie B,AC Reggiana 1919,9,Luca Vido,27,Italy,ST,600000.0
Italy,Serie B,AC Reggiana 1919,23,Stefano Pettinari,32,Italy,ST,300000.0
Italy,Serie B,Cosenza Calcio,9,Gennaro Tutino,27,Italy,ST,2500000.0
Italy,Serie B,Cosenza Calcio,10,Francesco Forte,30,Italy,ST,1100000.0
Italy,Serie B,Cosenza Calcio,30,Simone Mazzocchi,25,Italy,ST,600000.0
Italy,Serie B,Cosenza Calcio,19,Valerio Crespi,19,Italy,ST,150000.0
Italy,Serie B,Cosenza Calcio,36,Jahce Novello,19,Australia,ST,50000.0
Italy,Serie B,Brescia Calcio,29,Gennaro Borrelli,24,Italy,ST,1000000.0
Italy,Serie B,Brescia Calcio,11,Gabriele Moncini,27,Italy,ST,900000.0
Italy,Serie B,Brescia Calcio,9,Flavio Bianchi,24,Italy,ST,500000.0
Italy,Serie B,Ternana Calcio,28,Filippo Distefano,20,Italy,ST,900000.0
Italy,Serie B,Ternana Calcio,9,Antonio Raimondo,20,Italy,ST,4500000.0
Italy,Serie B,Ternana Calcio,17,Andrea Favilli,26,Italy,ST,800000.0
Italy,Serie B,Ternana Calcio,65,Federico Dionisi,36,Italy,ST,200000.0
Italy,Serie B,Ternana Calcio,11,Jan Żuberek,20,Poland,ST,100000.0
Italy,Serie B,US Catanzaro,28,Tommaso Biasci,29,Italy,ST,700000.0
Italy,Serie B,US Catanzaro,70,Giuseppe Ambrosino,20,Italy,ST,2000000.0
Italy,Serie B,US Catanzaro,9,Pietro Iemmello,32,Italy,ST,900000.0
Italy,Serie B,US Catanzaro,99,Alfredo Donnarumma,33,Italy,ST,500000.0
Italy,Serie B,Ascoli Calcio,99,Pablo Rodríguez,22,Spain,ST,1600000.0
Italy,Serie B,Ascoli Calcio,90,Pedro Mendes,24,Portugal,ST,2000000.0
Italy,Serie B,Ascoli Calcio,30,Ilija Nestorovski,34,North Macedonia,ST,350000.0
Italy,Serie B,Ascoli Calcio,11,Jeremiah Streng,22,Finland,ST,200000.0
Italy,Serie B,FC Südtirol,18,Matteo Rover,25,Italy,ST,1500000.0
Italy,Serie B,FC Südtirol,90,Raphael Odogwu,33,Italy,ST,1000000.0
Italy,Serie B,FC Südtirol,33,Silvio Merkaj,26,Albania,ST,600000.0
Italy,Serie B,FC Südtirol,9,Emanuele Pecorino,22,Italy,ST,350000.0
Italy,Serie B,FC Südtirol,23,Nicola Rauti,24,Italy,ST,200000.0
Italy,Serie B,AS Cittadella,74,Ahmed Sanogo,19,Italy,ST,25000.0
Italy,Serie B,AS Cittadella,92,Enrico Baldini,27,Italy,ST,750000.0
Italy,Serie B,AS Cittadella,7,Luca Pandolfi,26,Italy,ST,550000.0
Italy,Serie B,AS Cittadella,11,Filippo Pittarello,27,Italy,ST,450000.0
Italy,Serie B,AS Cittadella,9,Andrea Magrassi,31,Italy,ST,350000.0
Italy,Serie B,AS Cittadella,32,Tommy Maistrello,30,Italy,ST,300000.0
Italy,Serie B,AS Cittadella,-,Armir Jakupi,19,Italy,ST,
Italy,Serie B,Calcio Lecco 1912,99,Nicolò Buso,24,Italy,ST,500000.0
Italy,Serie B,Calcio Lecco 1912,10,Eddie Salcedo,22,Italy,ST,1500000.0
Italy,Serie B,Calcio Lecco 1912,90,Andrija Novakovich,27,United States,ST,500000.0
Italy,Serie B,Calcio Lecco 1912,45,Roberto Inglese,32,Italy,ST,400000.0
Italy,Serie B,Calcio Lecco 1912,81,Giacomo Beretta,32,Italy,ST,225000.0
Italy,Serie B,Feralpisalò,99,Alessandro Pietrelli,21,Italy,ST,100000.0
Italy,Serie B,Feralpisalò,91,Andrea La Mantia,32,Italy,ST,500000.0
Italy,Serie B,Feralpisalò,9,Karlo Butic,25,Croatia,ST,300000.0
Italy,Serie B,Feralpisalò,11,Edgaras Dubickas,25,Lithuania,ST,200000.0
Italy,Serie B,Feralpisalò,25,Marco Sau,36,Italy,ST,100000.0
Italy,Serie B,Atalanta U23,73,Tommaso De Nipoti,20,Italy,ST,200000.0
Italy,Serie B,Atalanta U23,44,Alessandro Falleni,20,Italy,ST,50000.0
Italy,Serie B,Atalanta U23,29,Siren Diao,19,Spain,ST,1500000.0
Italy,Serie B,Atalanta U23,11,Moustapha Cissé,20,Guinea,ST,800000.0
Italy,Serie B,Atalanta U23,90,Alessio Rosa,20,Italy,ST,50000.0
Italy,Serie B,LR Vicenza,17,Marco Delle Monache,19,Italy,ST,1200000.0
Italy,Serie B,LR Vicenza,99,Matteo Della Morte,24,Italy,ST,200000.0
Italy,Serie B,LR Vicenza,9,Franco Ferrari,28,Italy,ST,600000.0
Italy,Serie B,LR Vicenza,19,Jacopo Pellegrini,23,Italy,ST,300000.0
Italy,Serie B,LR Vicenza,11,Alex Rolfini,27,Italy,ST,275000.0
Italy,Serie C - Girone A,US Triestina,9,Daishawn Redan,23,Suriname,ST,1000000.0
Italy,Serie C - Girone A,US Triestina,10,Facundo Lescano,27,Argentina,ST,600000.0
Italy,Serie C - Girone A,US Triestina,99,Eetu Vertainen,24,Finland,ST,200000.0
Italy,Serie C - Girone A,Calcio Padova,20,Mattia Bortolussi,27,Italy,ST,350000.0
Italy,Serie C - Girone A,Calcio Padova,94,Luca Zamparo,29,Italy,ST,350000.0
Italy,Serie C - Girone A,Calcio Padova,19,Simone Palombi,27,Italy,ST,250000.0
Italy,Serie C - Girone A,Calcio Padova,90,Mattia Tordini,21,Italy,ST,150000.0
Italy,Serie C - Girone A,Mantova 1911,14,Francesco Galuppini,30,Italy,ST,350000.0
Italy,Serie C - Girone A,Mantova 1911,45,Gaetano Monachello,30,Italy,ST,175000.0
Italy,Serie C - Girone A,Mantova 1911,9,Alessandro Debenedetti,20,Italy,ST,125000.0
Italy,Serie C - Girone A,FC Pro Vercelli 1892,9,Alessio Nepi,24,Italy,ST,175000.0
Italy,Serie C - Girone A,FC Pro Vercelli 1892,24,Raffaele Sibilio,18,Italy,ST,25000.0
Italy,Serie C - Girone A,AC Trento,10,Cristian Pasquato,34,Italy,ST,150000.0
Italy,Serie C - Girone A,AC Trento,21,Antonio Satriano,20,Italy,ST,300000.0
Italy,Serie C - Girone A,AC Trento,9,Samuele Spalluto,23,Italy,ST,225000.0
Italy,Serie C - Girone A,AC Trento,32,Luigi Caccavo,20,Italy,ST,100000.0
Italy,Serie C - Girone A,AC Trento,90,Jonathan Italeng,22,Cameroon,ST,100000.0
Italy,Serie C - Girone A,AC Trento,25,Leon Sipos,24,Croatia,ST,75000.0
Italy,Serie C - Girone A,Novara FC,77,Árni Vilhjálmsson,29,Iceland,ST,350000.0
Italy,Serie C - Girone A,Novara FC,13,Easton Ongaro,25,Canada,ST,250000.0
Italy,Serie C - Girone A,Novara FC,9,Stefano Scappini,36,Italy,ST,175000.0
Italy,Serie C - Girone A,Novara FC,11,Niccolò Corti,22,Italy,ST,50000.0
Italy,Serie C - Girone A,AC Renate,18,Lorenzo Pinzauti,29,Italy,ST,250000.0
Italy,Serie C - Girone A,AC Renate,95,Daniele Sorrentino,26,Italy,ST,225000.0
Italy,Serie C - Girone A,AC Renate,89,Riccardo Bocalon,35,Italy,ST,150000.0
Italy,Serie C - Girone A,AC Renate,45,Luca Paudice,22,Italy,ST,75000.0
Italy,Serie C - Girone A,Arzignano Valchiampo,7,Youns El Hilali,20,Italy,ST,300000.0
Italy,Serie C - Girone A,Arzignano Valchiampo,97,Giacomo Parigi,27,Italy,ST,250000.0
Italy,Serie C - Girone A,Arzignano Valchiampo,28,Alessandro Faggioli,24,Italy,ST,200000.0
Italy,Serie C - Girone A,Arzignano Valchiampo,9,Simone Menabò,26,Italy,ST,150000.0
Italy,Serie C - Girone A,Arzignano Valchiampo,72,Andrea Mattioli,22,Italy,ST,50000.0
Italy,Serie C - Girone A,Pro Sesto 1913,20,Francesco Barranca,25,Italy,ST,100000.0
Italy,Serie C - Girone A,Pro Sesto 1913,80,Mattia Florio,20,Italy,ST,100000.0
Italy,Serie C - Girone A,Pro Sesto 1913,11,Julian Kristoffersen,26,Norway,ST,100000.0
Italy,Serie C - Girone A,Pro Sesto 1913,29,Eljon Toci,21,Albania,ST,100000.0
Italy,Serie C - Girone A,Aurora Pro Patria,7,Leonardo Stanzani,24,Italy,ST,275000.0
Italy,Serie C - Girone A,Aurora Pro Patria,11,Jonathan Pitou,19,France,ST,250000.0
Italy,Serie C - Girone A,Aurora Pro Patria,30,Davide Castelli,24,Italy,ST,150000.0
Italy,Serie C - Girone A,Aurora Pro Patria,9,Sean Parker,26,Italy,ST,100000.0
Italy,Serie C - Girone A,Aurora Pro Patria,69,Dennis Curatolo,20,Italy,ST,100000.0
Italy,Serie C - Girone A,UC AlbinoLeffe,11,Mohamed Alì Zoma,20,Cote d'Ivoire,ST,250000.0
Italy,Serie C - Girone A,UC AlbinoLeffe,20,Carmelo Muzio,21,Italy,ST,75000.0
Italy,Serie C - Girone A,UC AlbinoLeffe,60,Andrea Arrighini,33,Italy,ST,250000.0
Italy,Serie C - Girone A,UC AlbinoLeffe,9,Cristian Carletti,27,Italy,ST,125000.0
Italy,Serie C - Girone A,UC AlbinoLeffe,91,Salvatore Longo,23,Italy,ST,100000.0
Italy,Serie C - Girone A,UC AlbinoLeffe,19,Mattia Angeloni,19,Italy,ST,25000.0
Italy,Serie C - Girone A,UC AlbinoLeffe,90,Rrok Toma,20,Albania,ST,25000.0
Italy,Serie C - Girone A,US Pergolettese 1932,9,Alessandro Piu,27,Italy,ST,100000.0
Italy,Serie C - Girone A,US Pergolettese 1932,11,Bernat Guiu,23,Spain,ST,200000.0
Italy,Serie C - Girone A,US Pergolettese 1932,91,Giuseppe De Luca,32,Italy,ST,200000.0
Italy,Serie C - Girone A,US Pergolettese 1932,70,Federico Caia,20,Italy,ST,125000.0
Italy,Serie C - Girone A,FC Lumezzane,9,Erik Gerbi,23,Italy,ST,275000.0
Italy,Serie C - Girone A,FC Lumezzane,34,Kevin Cannavò,24,Italy,ST,200000.0
Italy,Serie C - Girone A,FC Lumezzane,16,Andrey Galabinov,35,Bulgaria,ST,150000.0
Italy,Serie C - Girone A,FC Lumezzane,14,Alberto Basso Ricci,19,Italy,ST,100000.0
Italy,Serie C - Girone A,Virtusvecomp Verona,10,Domenico Danti,35,Italy,ST,200000.0
Italy,Serie C - Girone A,Virtusvecomp Verona,97,Luca Ambrosi,19,Italy,ST,25000.0
Italy,Serie C - Girone A,Virtusvecomp Verona,18,Damir Céter,26,Colombia,ST,250000.0
Italy,Serie C - Girone A,Virtusvecomp Verona,17,Gianmarco Zigoni,32,Italy,ST,100000.0
Italy,Serie C - Girone A,Virtusvecomp Verona,90,Alessio Menato,22,Italy,ST,100000.0
Italy,Serie C - Girone A,US Alessandria Calcio 1912,7,Marwen Gazoul,19,Morocco,ST,75000.0
Italy,Serie C - Girone A,US Alessandria Calcio 1912,9,Óscar Siafa,26,Equatorial Guinea,ST,150000.0
Italy,Serie C - Girone A,US Alessandria Calcio 1912,29,Karolis Laukzemis,32,Lithuania,ST,150000.0
Italy,Serie C - Girone A,US Alessandria Calcio 1912,79,Doudou Mangni,31,Italy,ST,150000.0
Italy,Serie C - Girone A,US Alessandria Calcio 1912,99,Luigi Samele,22,Italy,ST,125000.0
Italy,Serie C - Girone A,US Alessandria Calcio 1912,11,Gennaro Anatriello,20,Italy,ST,100000.0
Italy,Serie C - Girone A,US Alessandria Calcio 1912,31,Tommaso Busatto,22,Italy,ST,50000.0
Italy,Serie C - Girone A,FC Legnago Salus,9,Sebastiano Svidercoschi,24,Italy,ST,175000.0
Italy,Serie C - Girone A,FC Legnago Salus,10,Daniele Rocco,34,Italy,ST,175000.0
Italy,Serie C - Girone A,FC Legnago Salus,20,Elia Giani,23,Italy,ST,125000.0
Italy,Serie C - Girone A,FC Legnago Salus,90,Jerry Mbakogu,31,Nigeria,ST,125000.0
Italy,Serie C - Girone A,FC Legnago Salus,29,Nikola Buric,27,Croatia,ST,75000.0
Italy,Serie C - Girone A,US Fiorenzuola 1922,11,Miloš Bočić,24,Serbia,ST,200000.0
Italy,Serie C - Girone A,US Fiorenzuola 1922,9,Thomas Alberti,25,Italy,ST,150000.0
Italy,Serie C - Girone A,US Fiorenzuola 1922,18,Fabio Ceravolo,37,Italy,ST,150000.0
Italy,Serie C - Girone A,US Fiorenzuola 1922,20,Gabriel Popovic,20,Australia,ST,100000.0
Italy,Serie C - Girone A,AS Giana Erminio,17,Maguette Fall,29,Senegal,ST,200000.0
Italy,Serie C - Girone A,AS Giana Erminio,90,Francesco Verde,24,Italy,ST,175000.0
Italy,Serie C - Girone A,AS Giana Erminio,10,Fabio Perna,37,Italy,ST,150000.0
Italy,Serie C - Girone A,AS Giana Erminio,30,Matteo Barzotti,32,Italy,ST,150000.0
Italy,Serie C - Girone A,AS Giana Erminio,97,Mbarick Fall,26,Senegal,ST,75000.0
Italy,Serie C - Girone B,Juventus Next Gen,36,Lorenzo Anghelè,19,Italy,ST,300000.0
Italy,Serie C - Girone B,Juventus Next Gen,23,Tommaso Mancini,19,Italy,ST,600000.0
Italy,Serie C - Girone B,Juventus Next Gen,9,Leonardo Cerri,21,Italy,ST,500000.0
Italy,Serie C - Girone B,Juventus Next Gen,50,Cosimo da Graça,21,Italy,ST,500000.0
Italy,Serie C - Girone B,Juventus Next Gen,17,Simone Guerra,34,Italy,ST,300000.0
Italy,Serie C - Girone B,Cesena FC,9,Cristian Shpendi,20,Albania,ST,2000000.0
Italy,Serie C - Girone B,Cesena FC,18,Simone Corazza,33,Italy,ST,450000.0
Italy,Serie C - Girone B,Cesena FC,11,Roberto Ogunseye,28,Italy,ST,300000.0
Italy,Serie C - Girone B,SPAL,21,Massimo Zilli,21,Italy,ST,400000.0
Italy,Serie C - Girone B,SPAL,7,Mirco Antenucci,39,Italy,ST,200000.0
Italy,Serie C - Girone B,SPAL,11,Simone Rabbi,22,Italy,ST,200000.0
Italy,Serie C - Girone B,SPAL,20,Dario Sits,20,Latvia,ST,200000.0
Italy,Serie C - Girone B,SPAL,10,Tomi Petrovic,25,Croatia,ST,175000.0
Italy,Serie C - Girone B,Delfino Pescara 1936,29,Luigi Cuppone,26,Italy,ST,400000.0
Italy,Serie C - Girone B,Delfino Pescara 1936,9,Edoardo Vergani,23,Italy,ST,300000.0
Italy,Serie C - Girone B,Delfino Pescara 1936,19,Luca Sasanelli,19,Italy,ST,50000.0
Italy,Serie C - Girone B,AC Perugia Calcio,11,Alessandro Seghetti,20,Italy,ST,400000.0
Italy,Serie C - Girone B,AC Perugia Calcio,10,Ryder Matos,31,Brazil,ST,250000.0
Italy,Serie C - Girone B,AC Perugia Calcio,9,Federico Vázquez,31,Argentina,ST,300000.0
Italy,Serie C - Girone B,AC Perugia Calcio,21,Nicolò Cudrig,21,Italy,ST,200000.0
Italy,Serie C - Girone B,AC Perugia Calcio,45,Youssouph Cheikh Sylla,26,Senegal,ST,200000.0
Italy,Serie C - Girone B,Carrarese Calcio 1908,10,Giuseppe Panico,26,Italy,ST,300000.0
Italy,Serie C - Girone B,Carrarese Calcio 1908,24,Leonardo Morosini,28,Italy,ST,150000.0
Italy,Serie C - Girone B,Carrarese Calcio 1908,28,Alessandro Capello,28,Italy,ST,500000.0
Italy,Serie C - Girone B,Carrarese Calcio 1908,32,Mattia Finotto,31,Italy,ST,225000.0
Italy,Serie C - Girone B,Carrarese Calcio 1908,99,Niccolò Giannetti,32,Italy,ST,75000.0
Italy,Serie C - Girone B,Virtus Entella,92,Claudio Santini,32,Italy,ST,250000.0
Italy,Serie C - Girone B,Virtus Entella,91,Daniele Montevago,21,Italy,ST,500000.0
Italy,Serie C - Girone B,Virtus Entella,-,Matteo Casarotto,25,Italy,ST,175000.0
Italy,Serie C - Girone B,Virtus Entella,11,Samuele Vianni,22,Italy,ST,50000.0
Italy,Serie C - Girone B,SEF Torres 1903,10,Francesco Ruocco,23,Italy,ST,400000.0
Italy,Serie C - Girone B,SEF Torres 1903,29,Mohamed Ayman Sanat,21,Italy,ST,50000.0
Italy,Serie C - Girone B,SEF Torres 1903,20,Manuel Fischnaller,32,Italy,ST,300000.0
Italy,Serie C - Girone B,SEF Torres 1903,9,Luigi Scotto,33,Italy,ST,200000.0
Italy,Serie C - Girone B,SEF Torres 1903,11,Adama Diakite,30,Cote d'Ivoire,ST,200000.0
Italy,Serie C - Girone B,Rimini FC,9,Claudio Morra,29,Italy,ST,400000.0
Italy,Serie C - Girone B,Rimini FC,11,Iacopo Cernigoi,29,Italy,ST,150000.0
Italy,Serie C - Girone B,Rimini FC,34,Leonardo Ubaldi,24,Italy,ST,100000.0
Italy,Serie C - Girone B,AS Gubbio 1910,11,King Udoh,26,Italy,ST,200000.0
Italy,Serie C - Girone B,AS Gubbio 1910,99,Gabriele Bernardotto,26,Italy,ST,150000.0
Italy,Serie C - Girone B,AS Gubbio 1910,29,Alessandro Galeandro,24,Italy,ST,100000.0
Italy,Serie C - Girone B,Lucchese 1905,11,Francesco Disanto,29,Italy,ST,300000.0
Italy,Serie C - Girone B,Lucchese 1905,99,Simone Magnaghi,30,Italy,ST,200000.0
Italy,Serie C - Girone B,Lucchese 1905,45,Philip Yeboah,21,Ghana,ST,150000.0
Italy,Serie C - Girone B,US Ancona,28,Daniel Giampaolo,28,Italy,ST,100000.0
Italy,Serie C - Girone B,US Ancona,9,Alberto Spagnoli,29,Italy,ST,400000.0
Italy,Serie C - Girone B,US Ancona,90,Federico Moretti,29,Italy,ST,100000.0
Italy,Serie C - Girone B,US Città di Pontedera,29,Andrea Salvadori,18,Italy,ST,25000.0
Italy,Serie C - Girone B,US Città di Pontedera,99,Simone Ganz,30,Italy,ST,200000.0
Italy,Serie C - Girone B,US Città di Pontedera,26,Gabriele Selleri,20,Italy,ST,75000.0
Italy,Serie C - Girone B,SS Arezzo,28,Niccolò Gucci,33,Italy,ST,200000.0
Italy,Serie C - Girone B,SS Arezzo,9,Joseph Ekuban,24,Ghana,ST,50000.0
Italy,Serie C - Girone B,SS Arezzo,26,Juan Facundo Crisafi,19,Argentina,ST,25000.0
Italy,Serie C - Girone B,SS Arezzo,29,Cristiano Sebastiani,24,Italy,ST,25000.0
Italy,Serie C - Girone B,Pineto Calcio,11,Moussadja Njambè,25,Cameroon,ST,200000.0
Italy,Serie C - Girone B,Pineto Calcio,9,Diego Gambale,25,Italy,ST,150000.0
Italy,Serie C - Girone B,Pineto Calcio,29,Mohammed Amine Chakir,23,Italy,ST,150000.0
Italy,Serie C - Girone B,Olbia Calcio 1905,10,Daniele Ragatzu,32,Italy,ST,400000.0
Italy,Serie C - Girone B,Olbia Calcio 1905,18,Nicola Nanni,23,San Marino,ST,150000.0
Italy,Serie C - Girone B,Olbia Calcio 1905,99,Andrea Bianchimano,27,Italy,ST,125000.0
Italy,Serie C - Girone B,Olbia Calcio 1905,29,Massimiliano Gennari,20,Italy,ST,50000.0
Italy,Serie C - Girone B,Olbia Calcio 1905,67,Thomas Scapin,21,Italy,ST,50000.0
Italy,Serie C - Girone B,US Recanatese,30,Andrea Mazia,20,Italy,ST,75000.0
Italy,Serie C - Girone B,US Recanatese,9,Federico Melchiorri,37,Italy,ST,300000.0
Italy,Serie C - Girone B,US Recanatese,11,Mirco Lipari,21,Italy,ST,150000.0
Italy,Serie C - Girone B,US Recanatese,21,Filippo Guidobaldi,19,Italy,ST,75000.0
Italy,Serie C - Girone B,US Recanatese,74,Matteo Ahmetaj,21,Italy,ST,10000.0
Italy,Serie C - Girone B,Vis Pesaro 1898,7,Manuel Pucciarelli,32,Italy,ST,150000.0
Italy,Serie C - Girone B,Vis Pesaro 1898,9,Francesco Nicastro,32,Italy,ST,400000.0
Italy,Serie C - Girone B,Vis Pesaro 1898,20,Óttar Magnús Karlsson,27,Iceland,ST,200000.0
Italy,Serie C - Girone B,Vis Pesaro 1898,-,Davide Pio Stabile,19,Italy,ST,75000.0
Italy,Serie C - Girone B,Vis Pesaro 1898,-,Babacar Diop,20,Senegal,ST,25000.0
Italy,Serie C - Girone B,Vis Pesaro 1898,85,Simone Castigliani,20,Italy,ST,25000.0
Italy,Serie C - Girone B,Vis Pesaro 1898,30,Juan Ignacio Molina,26,Argentina,ST,
Italy,Serie C - Girone B,USD Sestri Levante 1919,7,Riccardo Forte,24,Italy,ST,200000.0
Italy,Serie C - Girone B,USD Sestri Levante 1919,20,Daniel Fossati,20,Italy,ST,100000.0
Italy,Serie C - Girone B,USD Sestri Levante 1919,9,Riccardo D'Antoni,21,Italy,ST,50000.0
Italy,Serie C - Girone B,Fermana FC,10,Giuseppe Giovinco,33,Italy,ST,175000.0
Italy,Serie C - Girone B,Fermana FC,9,Lorenzo Sorrentino,28,Italy,ST,125000.0
Italy,Serie C - Girone B,Fermana FC,70,Mauro Semprini,26,Italy,ST,100000.0
Italy,Serie C - Girone B,Fermana FC,11,Daniele Paponi,36,Italy,ST,50000.0
Italy,Serie C - Girone B,Fermana FC,90,Elia Petrelli,22,Italy,ST,50000.0
Italy,Serie C - Girone C,Benevento Calcio,27,Ernesto Starita,28,Italy,ST,350000.0
Italy,Serie C - Girone C,Benevento Calcio,90,Eric Lanini,30,Italy,ST,400000.0
Italy,Serie C - Girone C,Benevento Calcio,11,Alexis Ferrante,28,Italy,ST,225000.0
Italy,Serie C - Girone C,Benevento Calcio,9,Alessandro Marotta,37,Italy,ST,175000.0
Italy,Serie C - Girone C,Catania FC,10,Samuel Di Carmine,35,Italy,ST,300000.0
Italy,Serie C - Girone C,Catania FC,9,Rocco Costantino,33,Italy,ST,275000.0
Italy,Serie C - Girone C,Catania FC,90,Pietro Cianci,28,Italy,ST,275000.0
Italy,Serie C - Girone C,Catania FC,15,Lorenzo Privitera,18,Italy,ST,10000.0
Italy,Serie C - Girone C,FC Crotone,9,Guido Gomez,29,Italy,ST,325000.0
Italy,Serie C - Girone C,FC Crotone,93,Marco Tumminello,25,Italy,ST,300000.0
Italy,Serie C - Girone C,FC Crotone,10,Gianmario Comi,32,Italy,ST,250000.0
Italy,Serie C - Girone C,US Avellino 1912,11,Lorenzo Sgarbi,23,Italy,ST,275000.0
Italy,Serie C - Girone C,US Avellino 1912,7,Michele D'Ausilio,24,Italy,ST,200000.0
Italy,Serie C - Girone C,US Avellino 1912,55,Enis Tozaj,19,Albania,ST,10000.0
Italy,Serie C - Girone C,US Avellino 1912,35,Gabriele Gori,25,Italy,ST,550000.0
Italy,Serie C - Girone C,US Avellino 1912,9,Cosimo Patierno,33,Italy,ST,275000.0
Italy,Serie C - Girone C,US Avellino 1912,31,Michele Marconi,34,Italy,ST,225000.0
Italy,Serie C - Girone C,Calcio Foggia 1920,37,Luca Gagliano,23,Italy,ST,200000.0
Italy,Serie C - Girone C,Calcio Foggia 1920,9,Riccardo Tonin,23,Italy,ST,175000.0
