leagueNation,league,team name,num,name,age,nationality,position,market value
England,EPL,Manchester City,19,Julián Álvarez,24,Argentina,ST,90000000.0
England,EPL,Manchester City,9,Erling Haaland,23,Norway,ST,180000000.0
England,EPL,Arsenal FC,9,Gabriel Jesus,27,Brazil,ST,70000000.0
England,EPL,Arsenal FC,14,Eddie Nketiah,24,England,ST,30000000.0
England,EPL,Chelsea FC,15,Nicolas Jackson,22,Senegal,ST,35000000.0
England,EPL,Chelsea FC,36,Deivid Washington,18,Brazil,ST,9000000.0
England,EPL,Liverpool FC,9,Darwin Núñez,24,Uruguay,ST,70000000.0
England,EPL,Tottenham Hotspur,9,Richarlison,26,Brazil,ST,40000000.0
England,EPL,Tottenham Hotspur,16,Timo Werner,28,Germany,ST,17000000.0
England,EPL,Manchester United,11,Rasmus Højlund,21,Denmark,ST,65000000.0
England,EPL,Manchester United,9,Anthony Martial,28,France,ST,10000000.0
England,EPL,Aston Villa,11,Ollie Watkins,28,England,ST,65000000.0
England,EPL,Aston Villa,24,Jhon Durán,20,Colombia,ST,17000000.0
England,EPL,Newcastle United,14,Alexander Isak,24,Sweden,ST,70000000.0
England,EPL,Newcastle United,9,Callum Wilson,32,England,ST,13000000.0
England,EPL,Brighton & Hove Albion,28,Evan Ferguson,19,Ireland,ST,60000000.0
England,EPL,Brighton & Hove Albion,9,João Pedro,22,Brazil,ST,45000000.0
England,EPL,Brighton & Hove Albion,18,Danny Welbeck,33,England,ST,6000000.0
England,EPL,West Ham United,18,Danny Ings,31,England,ST,9000000.0
England,EPL,West Ham United,9,Michail Antonio,34,Jamaica,ST,6000000.0
England,EPL,West Ham United,45,Divin Mubama,19,England,ST,1000000.0
England,EPL,Brentford FC,17,Ivan Toney,28,England,ST,50000000.0
England,EPL,Brentford FC,7,Neal Maupay,27,France,ST,12000000.0
England,EPL,Crystal Palace,22,Odsonne Edouard,26,France,ST,20000000.0
England,EPL,Crystal Palace,14,Jean-Philippe Mateta,26,France,ST,10000000.0
England,EPL,Crystal Palace,9,Jordan Ayew,32,Ghana,ST,4000000.0
England,EPL,Nottingham Forest,9,Taiwo Awoniyi,26,Nigeria,ST,28000000.0
England,EPL,Nottingham Forest,11,Chris Wood,32,New Zealand,ST,7000000.0
England,EPL,Nottingham Forest,27,Divock Origi,28,Belgium,ST,5000000.0
England,EPL,Nottingham Forest,37,Rodrigo Ribeiro,18,Portugal,ST,3000000.0
England,EPL,AFC Bournemouth,9,Dominic Solanke,26,England,ST,35000000.0
England,EPL,AFC Bournemouth,26,Enes Ünal,26,Türkiye,ST,20000000.0
England,EPL,Everton FC,9,Dominic Calvert-Lewin,27,England,ST,22000000.0
England,EPL,Everton FC,14,Beto,26,Portugal,ST,22000000.0
England,EPL,Everton FC,28,Chermiti,19,Portugal,ST,9000000.0
England,EPL,Wolverhampton Wanderers,12,Matheus Cunha,24,Brazil,ST,42000000.0
England,EPL,Wolverhampton Wanderers,11,Hee-chan Hwang,28,"Korea, South",ST,25000000.0
England,EPL,Wolverhampton Wanderers,-,Nathan Fraser,19,Ireland,ST,1000000.0
England,EPL,Wolverhampton Wanderers,84,Leon Chiwome,18,England,ST,200000.0
England,EPL,Fulham FC,9,Armando Broja,22,Albania,ST,28000000.0
England,EPL,Fulham FC,19,Rodrigo Muniz,22,Brazil,ST,10000000.0
England,EPL,Fulham FC,7,Raúl Jiménez,32,Mexico,ST,6000000.0
England,EPL,Burnley FC,25,Zeki Amdouni,23,Switzerland,ST,15000000.0
England,EPL,Burnley FC,17,Lyle Foster,23,South Africa,ST,13000000.0
England,EPL,Burnley FC,23,David Datro Fofana,21,Cote d'Ivoire,ST,10000000.0
England,EPL,Burnley FC,9,Jay Rodríguez,34,England,ST,1000000.0
England,EPL,Sheffield United,10,Cameron Archer,22,England,ST,15000000.0
England,EPL,Sheffield United,9,Oli McBurnie,27,Scotland,ST,4500000.0
England,EPL,Sheffield United,7,Rhian Brewster,24,England,ST,3000000.0
England,EPL,Sheffield United,32,William Osula,20,Denmark,ST,3000000.0
England,EPL,Sheffield United,36,Daniel Jebbison,20,Canada,ST,1000000.0
England,EPL,Luton Town,9,Carlton Morris,28,England,ST,13000000.0
England,EPL,Luton Town,11,Elijah Adebayo,26,England,ST,12000000.0
England,EPL,Luton Town,19,Jacob Brown,26,Scotland,ST,4000000.0
England,EPL,Luton Town,10,Cauley Woodrow,29,England,ST,1000000.0
England,Championship,Leicester City,20,Patson Daka,25,Zambia,ST,14000000.0
England,Championship,Leicester City,14,Kelechi Iheanacho,27,Nigeria,ST,13000000.0
England,Championship,Leicester City,28,Thomas Cannon,21,Ireland,ST,4500000.0
England,Championship,Leicester City,9,Jamie Vardy,37,England,ST,1000000.0
England,Championship,Leeds United,24,Georginio Rutter,21,France,ST,18000000.0
England,Championship,Leeds United,7,Joël Piroe,24,Netherlands,ST,14000000.0
England,Championship,Leeds United,9,Patrick Bamford,30,England,ST,5000000.0
England,Championship,Leeds United,30,Joe Gelhardt,21,England,ST,5000000.0
England,Championship,Leeds United,49,Mateo Joseph,20,Spain,ST,1200000.0
England,Championship,Leeds United,16,Sonny Perkins,20,England,ST,1000000.0
England,Championship,Southampton FC,9,Adam Armstrong,27,England,ST,16000000.0
England,Championship,Southampton FC,10,Ché Adams,27,Scotland,ST,15000000.0
England,Championship,Southampton FC,18,Sékou Mara,21,France,ST,6000000.0
England,Championship,Southampton FC,11,Ross Stewart,27,Scotland,ST,4500000.0
England,Championship,Hull City,20,Liam Delap,21,England,ST,8000000.0
England,Championship,Hull City,44,Aaron Connolly,24,Ireland,ST,2500000.0
England,Championship,Hull City,9,Noah Ohio,21,Netherlands,ST,2000000.0
England,Championship,Hull City,12,Billy Sharp,38,England,ST,200000.0
England,Championship,Sunderland AFC,15,Nazariy Rusyn,25,Ukraine,ST,2000000.0
England,Championship,Sunderland AFC,11,Mason Burstow,20,England,ST,1800000.0
England,Championship,Sunderland AFC,9,Luís Semedo,20,Portugal,ST,600000.0
England,Championship,Middlesbrough FC,9,Emmanuel Latte Lath,25,Cote d'Ivoire,ST,4200000.0
England,Championship,Middlesbrough FC,21,Marcus Forss,24,Finland,ST,3000000.0
England,Championship,Middlesbrough FC,19,Josh Coburn,21,England,ST,1000000.0
England,Championship,Middlesbrough FC,13,Matthew Hoppe,23,United States,ST,800000.0
England,Championship,Norwich City,9,Josh Sargent,24,United States,ST,12000000.0
England,Championship,Norwich City,14,Sydney van Hooijdonk,24,Netherlands,ST,5000000.0
England,Championship,Norwich City,10,Ashley Barnes,34,England,ST,600000.0
England,Championship,Swansea City,9,Jerry Yates,27,England,ST,3500000.0
England,Championship,Swansea City,10,Jamal Lowe,29,Jamaica,ST,1500000.0
England,Championship,Swansea City,19,Mykola Kukharevych,22,Ukraine,ST,1500000.0
England,Championship,Swansea City,20,Liam Cullen,24,Wales,ST,1200000.0
England,Championship,Watford FC,19,Vakoun Bayo,27,Cote d'Ivoire,ST,2800000.0
England,Championship,Watford FC,9,Mileta Rajovic,24,Denmark,ST,2200000.0
England,Championship,Stoke City,19,Ryan Mmaee,26,Morocco,ST,3000000.0
England,Championship,Stoke City,10,Tyrese Campbell,24,England,ST,2000000.0
England,Championship,Stoke City,18,Wesley Moraes,27,Brazil,ST,1200000.0
England,Championship,Stoke City,14,Niall Ennis,24,England,ST,500000.0
England,Championship,Coventry City,11,Haji Wright,26,United States,ST,7000000.0
England,Championship,Coventry City,9,Ellis Simms,23,England,ST,6000000.0
England,Championship,Coventry City,24,Matt Godden,32,England,ST,400000.0
England,Championship,Coventry City,30,Fábio Tavares,23,Portugal,ST,250000.0
England,Championship,West Bromwich Albion,9,Josh Maja,25,Nigeria,ST,3500000.0
England,Championship,West Bromwich Albion,12,Daryl Dike,23,United States,ST,3500000.0
England,Championship,West Bromwich Albion,21,Brandon Thomas-Asante,25,Ghana,ST,2800000.0
England,Championship,West Bromwich Albion,25,Callum Marshall,19,Northern Ireland,ST,2000000.0
England,Championship,Blackburn Rovers,9,Sam Gallagher,28,England,ST,2000000.0
England,Championship,Blackburn Rovers,20,Harry Leonard,20,England,ST,1000000.0
England,Championship,Blackburn Rovers,33,Semir Telalovic,24,Germany,ST,400000.0
England,Championship,Birmingham City,28,Jay Stansfield,21,England,ST,3200000.0
England,Championship,Birmingham City,8,Tyler Roberts,25,Wales,ST,2800000.0
England,Championship,Birmingham City,45,Oliver Burke,27,Scotland,ST,2000000.0
England,Championship,Birmingham City,9,Scott Hogan,32,Ireland,ST,600000.0
England,Championship,Birmingham City,10,Lukas Jutkiewicz,35,England,ST,300000.0
England,Championship,Cardiff City,16,Karlan Grant,26,England,ST,3800000.0
England,Championship,Cardiff City,47,Callum Robinson,29,Ireland,ST,2200000.0
England,Championship,Cardiff City,9,Kion Etete,22,England,ST,1200000.0
England,Championship,Cardiff City,20,Famara Diédhiou,31,Senegal,ST,500000.0
England,Championship,Ipswich Town,10,Conor Chaplin,27,England,ST,3000000.0
England,Championship,Ipswich Town,27,George Hirst,25,England,ST,3200000.0
England,Championship,Ipswich Town,24,Kieffer Moore,31,Wales,ST,2200000.0
England,Championship,Ipswich Town,16,Ali Al-Hamadi,22,Iraq,ST,1000000.0
England,Championship,Ipswich Town,19,Kayden Jackson,30,England,ST,300000.0
England,Championship,Ipswich Town,-,Jesse Nwabueze,20,England,ST,
England,Championship,Millwall FC,21,Michael Obafemi,23,Ireland,ST,2800000.0
England,Championship,Millwall FC,7,Kevin Nisbet,27,Scotland,ST,2500000.0
England,Championship,Millwall FC,9,Tom Bradshaw,31,Wales,ST,600000.0
England,Championship,Millwall FC,22,Aidomo Emakhu,20,Ireland,ST,350000.0
England,Championship,Bristol City,15,Tommy Conway,21,Scotland,ST,2500000.0
England,Championship,Bristol City,9,Harry Cornick,29,England,ST,1200000.0
England,Championship,Bristol City,21,Nahki Wells,33,Bermuda,ST,500000.0
England,Championship,Preston North End,19,Emil Riis,25,Denmark,ST,3000000.0
England,Championship,Preston North End,28,Milutin Osmajic,24,Montenegro,ST,2000000.0
England,Championship,Preston North End,7,Will Keane,31,Ireland,ST,1000000.0
England,Championship,Preston North End,17,Layton Stewart,21,England,ST,250000.0
England,Championship,Preston North End,24,Felipe,17,Argentina,ST,200000.0
England,Championship,Preston North End,9,Ched Evans,35,Wales,ST,150000.0
England,Championship,Preston North End,-,Finlay Cross-Adair,19,England,ST,75000.0
England,Championship,Queens Park Rangers,9,Lyndon Dykes,28,Scotland,ST,2000000.0
England,Championship,Queens Park Rangers,12,Michael Frey,29,Switzerland,ST,1500000.0
England,Championship,Queens Park Rangers,30,Sinclair Armstrong,20,Ireland,ST,1000000.0
England,Championship,Huddersfield Town,44,Rhys Healey,29,England,ST,1500000.0
England,Championship,Huddersfield Town,9,Bojan Radulovic,24,Serbia,ST,1000000.0
England,Championship,Huddersfield Town,22,Kian Harratt,21,England,ST,500000.0
England,Championship,Huddersfield Town,25,Danny Ward,33,England,ST,350000.0
England,Championship,Huddersfield Town,26,Patrick Jones,20,Wales,ST,200000.0
England,Championship,Plymouth Argyle,9,Ryan Hardie,27,Scotland,ST,1500000.0
England,Championship,Plymouth Argyle,23,Ben Waine,22,New Zealand,ST,600000.0
England,Championship,Plymouth Argyle,35,Freddie Issaka,17,Wales,ST,150000.0
England,Championship,Sheffield Wednesday,12,Iké Ugbo,25,Canada,ST,2800000.0
England,Championship,Sheffield Wednesday,13,Callum Paterson,29,Scotland,ST,800000.0
England,Championship,Sheffield Wednesday,27,Ashley Fletcher,28,England,ST,600000.0
England,Championship,Sheffield Wednesday,42,Bailey Cadamarteri,18,England,ST,450000.0
England,Championship,Sheffield Wednesday,24,Michael Smith,32,England,ST,300000.0
England,Championship,Sheffield Wednesday,9,Lee Gregory,35,England,ST,150000.0
England,Championship,Rotherham United,29,Sam Nombe,25,England,ST,500000.0
England,Championship,Rotherham United,10,Jordan Hugill,31,England,ST,400000.0
England,Championship,Rotherham United,9,Tom Eaves,32,England,ST,300000.0
England,Championship,Rotherham United,14,Charlie Wyke,31,England,ST,150000.0
England,League One,Peterborough United,9,Jonson Clarke-Harris,29,Jamaica,ST,900000.0
England,League One,Peterborough United,28,Jacob Wakeling,22,England,ST,300000.0
England,League One,Peterborough United,18,Malik Mothersille,20,England,ST,100000.0
England,League One,Bolton Wanderers,28,Aaron Collins,26,Wales,ST,1500000.0
England,League One,Bolton Wanderers,10,Dion Charles,28,Northern Ireland,ST,800000.0
England,League One,Bolton Wanderers,14,Victor Adeboyejo,26,Nigeria,ST,800000.0
England,League One,Bolton Wanderers,11,Dan Nlundulu,25,England,ST,600000.0
England,League One,Bolton Wanderers,9,Jón Dadi Bödvarsson,31,Iceland,ST,275000.0
England,League One,Bolton Wanderers,35,Cameron Jerome,37,Grenada,ST,75000.0
England,League One,Derby County,19,Tyreece John-Jules,23,England,ST,500000.0
England,League One,Derby County,14,Conor Washington,31,Northern Ireland,ST,300000.0
England,League One,Derby County,25,Dwight Gayle,34,England,ST,300000.0
England,League One,Derby County,9,James Collins,33,Ireland,ST,175000.0
England,League One,Derby County,10,Martyn Waghorn,34,England,ST,100000.0
England,League One,Portsmouth FC,49,Callum Lang,25,England,ST,900000.0
England,League One,Portsmouth FC,9,Colby Bishop,27,England,ST,700000.0
England,League One,Portsmouth FC,15,Christian Saydee,21,England,ST,400000.0
England,League One,Portsmouth FC,19,Kusini Yengi,25,Australia,ST,300000.0
England,League One,Charlton Athletic,11,Miles Leaburn,20,England,ST,800000.0
England,League One,Charlton Athletic,14,Freddie Ladapo,31,England,ST,500000.0
England,League One,Charlton Athletic,13,Connor Wickham,31,England,ST,400000.0
England,League One,Charlton Athletic,9,Alfie May,30,England,ST,350000.0
England,League One,Charlton Athletic,22,Chuks Aneke,30,England,ST,250000.0
England,League One,Charlton Athletic,29,Daniel Kanu,19,Sierra Leone,ST,125000.0
England,League One,Barnsley FC,45,John McAtee,24,England,ST,300000.0
England,League One,Barnsley FC,44,Devante Cole,28,Jamaica,ST,750000.0
England,League One,Barnsley FC,9,Sam Cosgrove,27,England,ST,450000.0
England,League One,Barnsley FC,36,Max Watters,25,England,ST,400000.0
England,League One,Barnsley FC,19,Aiden Marsh,20,England,ST,75000.0
England,League One,Blackpool FC,19,Shayne Lavery,25,Northern Ireland,ST,500000.0
England,League One,Blackpool FC,9,Kyle Joseph,22,Scotland,ST,425000.0
England,League One,Blackpool FC,16,Jordan Rhodes,34,Scotland,ST,275000.0
England,League One,Blackpool FC,18,Jake Beesley,27,England,ST,250000.0
England,League One,Blackpool FC,27,Kylian Kouassi,20,England,ST,200000.0
England,League One,Reading FC,10,Sam Smith,26,England,ST,450000.0
England,League One,Reading FC,9,Dom Ballard,19,England,ST,300000.0
England,League One,Reading FC,15,Kelvin Ehibhatiomhan,20,England,ST,175000.0
England,League One,Reading FC,48,Basil Tuma,18,Malta,ST,100000.0
England,League One,Reading FC,19,Jayden Wareham,20,England,ST,
England,League One,Wigan Athletic,11,Stephen Humphrys,26,England,ST,500000.0
England,League One,Wigan Athletic,23,Charlie Kelman,22,United States,ST,300000.0
England,League One,Wigan Athletic,28,Josh Magennis,33,Northern Ireland,ST,150000.0
England,League One,Wigan Athletic,25,Josh Stones,20,England,ST,75000.0
England,League One,Exeter City,27,Mo Eisa,29,Sudan,ST,350000.0
England,League One,Exeter City,10,Admiral Muskwe,25,Zimbabwe,ST,275000.0
England,League One,Exeter City,19,Sonny Cox,19,England,ST,100000.0
England,League One,Oxford United,9,Mark Harris,25,Wales,ST,700000.0
England,League One,Oxford United,16,Tyler Burey,23,England,ST,600000.0
England,League One,Oxford United,20,Rúben Rodrigues,27,Portugal,ST,275000.0
England,League One,Oxford United,25,Will Goodwin,21,England,ST,275000.0
England,League One,Oxford United,27,Max Woltman,20,England,ST,250000.0
England,League One,Bristol Rovers,20,Jevani Brown,29,Jamaica,ST,250000.0
England,League One,Bristol Rovers,9,John Marquis,31,England,ST,250000.0
England,League One,Bristol Rovers,18,Chris Martin,35,Scotland,ST,100000.0
England,League One,Shrewsbury Town,10,Rayhaan Tulloch,23,England,ST,175000.0
England,League One,Shrewsbury Town,18,Tom Bloxham,20,England,ST,450000.0
England,League One,Shrewsbury Town,11,Daniel Udoh,27,Nigeria,ST,275000.0
England,League One,Shrewsbury Town,9,Ryan Bowman,32,England,ST,150000.0
England,League One,Wycombe Wanderers,20,Dale Taylor,20,Northern Ireland,ST,750000.0
England,League One,Wycombe Wanderers,18,Brandon Hanlan,26,England,ST,400000.0
England,League One,Wycombe Wanderers,9,Sam Vokes,34,Wales,ST,175000.0
England,League One,Wycombe Wanderers,24,Richard Kone,20,Cote d'Ivoire,ST,
England,League One,Wycombe Wanderers,28,Gideon Kodua,19,England,ST,
England,League One,Lincoln City,9,Joe Taylor,21,Wales,ST,350000.0
England,League One,Lincoln City,34,Freddie Draper,19,England,ST,275000.0
England,League One,Lincoln City,18,Ben House,24,Scotland,ST,250000.0
England,League One,Lincoln City,19,Tyler Walker,27,England,ST,250000.0
England,League One,Lincoln City,27,Jovon Makama,20,England,ST,150000.0
England,League One,Northampton Town,9,Louis Appéré,25,Scotland,ST,300000.0
England,League One,Northampton Town,16,Tyreece Simpson,22,England,ST,250000.0
England,League One,Northampton Town,19,Kieron Bowie,21,Scotland,ST,250000.0
England,League One,Northampton Town,10,Danny Hylton,35,England,ST,75000.0
England,League One,Carlisle United,24,Sean Maguire,29,Ireland,ST,375000.0
England,League One,Carlisle United,9,Georgie Kelly,27,Ireland,ST,300000.0
England,League One,Carlisle United,35,Luke Armstrong,27,England,ST,300000.0
England,League One,Carlisle United,11,Daniel Butterworth,24,England,ST,225000.0
England,League One,Carlisle United,12,Terry Ablade,22,Finland,ST,200000.0
England,League One,Carlisle United,28,Joshua Kayode,23,Ireland,ST,150000.0
England,League One,Carlisle United,37,Anton Dudik,19,Ukraine,ST,
England,League One,Burton Albion,32,Antwoine Hackford,20,England,ST,500000.0
England,League One,Burton Albion,15,Kyle Hudlin,23,England,ST,300000.0
England,League One,Burton Albion,20,Ademola Ola-Adebomi,20,England,ST,250000.0
England,League One,Burton Albion,44,Joe Hugill,20,England,ST,200000.0
England,League One,Burton Albion,18,Bobby Kamwa,24,Cameroon,ST,125000.0
England,League One,Port Vale FC,12,Uche Ikpeazu,29,Uganda,ST,375000.0
England,League One,Port Vale FC,9,Ryan Loft,26,England,ST,225000.0
England,League One,Port Vale FC,29,James Wilson,28,England,ST,225000.0
England,League One,Port Vale FC,25,Baylee Dipepa,17,England,ST,
England,League One,Leyton Orient,10,Ruel Sotiriou,23,Cyprus,ST,450000.0
England,League One,Leyton Orient,47,Khayon Edwards,20,Jamaica,ST,400000.0
England,League One,Leyton Orient,9,Joe Pigott,30,England,ST,300000.0
England,League One,Leyton Orient,7,Dan Agyei,26,England,ST,225000.0
England,League One,Leyton Orient,20,Daniel Adu-Adjei,18,England,ST,
England,League One,Cambridge United,27,Macauley Bonne,28,Zimbabwe,ST,350000.0
England,League One,Cambridge United,23,Gassan Ahadme,23,Morocco,ST,325000.0
England,League One,Cambridge United,9,Fejiri Okenabirhie,28,Nigeria,ST,200000.0
England,League One,Cambridge United,21,Elias Kachunga,31,DR Congo,ST,175000.0
England,League One,Cambridge United,17,Saikou Janneh,24,The Gambia,ST,150000.0
England,League One,Cambridge United,18,Lyle Taylor,34,Montserrat,ST,125000.0
England,League One,Cambridge United,-,Dan Barton,19,England,ST,50000.0
England,League One,Cambridge United,33,Saleem Akanbi,19,England,ST,50000.0
England,League One,Stevenage FC,19,Jamie Reid,29,Northern Ireland,ST,225000.0
England,League One,Stevenage FC,20,Aaron Pressley,22,Scotland,ST,200000.0
England,League One,Stevenage FC,29,Kane Hemmings,32,England,ST,125000.0
England,League One,Stevenage FC,33,Vadaine Oliver,32,England,ST,75000.0
England,League One,Fleetwood Town,46,Theo Williams,20,England,ST,
England,League One,Fleetwood Town,9,Jayden Stockley,30,England,ST,600000.0
England,League One,Fleetwood Town,14,Tommy Lonergan,20,Ireland,ST,100000.0
England,League One,Fleetwood Town,33,Ronan Coughlan,27,Ireland,ST,100000.0
England,League One,Cheltenham Town,10,Aidan Keena,24,Ireland,ST,350000.0
England,League One,Cheltenham Town,11,Robert Street,22,England,ST,300000.0
England,League One,Cheltenham Town,19,George Lloyd,24,England,ST,175000.0
England,League One,Cheltenham Town,9,Matty Taylor,34,England,ST,125000.0
England,League One,Cheltenham Town,26,Joe Nuttall,27,England,ST,
England,League Two,Wrexham AFC,11,Jack Marriott,29,England,ST,700000.0
England,League Two,Wrexham AFC,10,Paul Mullin,29,England,ST,500000.0
England,League Two,Wrexham AFC,18,Sam Dalby,24,England,ST,275000.0
England,League Two,Wrexham AFC,9,Ollie Palmer,32,England,ST,125000.0
England,League Two,Wrexham AFC,26,Steven Fletcher,37,Scotland,ST,125000.0
England,League Two,Stockport County,20,Louie Barry,20,England,ST,800000.0
England,League Two,Stockport County,25,Isaac Olaofe,24,England,ST,325000.0
England,League Two,Stockport County,16,Jack Stretton,22,Scotland,ST,300000.0
England,League Two,Stockport County,19,Kyle Wootton,27,England,ST,275000.0
England,League Two,Stockport County,9,Paddy Madden,34,Ireland,ST,100000.0
England,League Two,Colchester United,9,Samson Tovide,20,England,ST,450000.0
England,League Two,Colchester United,14,Tom Hopper,30,England,ST,175000.0
England,League Two,Colchester United,48,Bradley Ihionvien,20,England,ST,100000.0
England,League Two,Colchester United,24,John Akinde,34,England,ST,75000.0
England,League Two,Milton Keynes Dons,9,Ellis Harrison,30,Wales,ST,275000.0
England,League Two,Milton Keynes Dons,18,Max Dean,20,England,ST,250000.0
England,League Two,Milton Keynes Dons,30,Matthew Dennis,22,England,ST,125000.0
England,League Two,Milton Keynes Dons,22,Emre Tezgel,18,Türkiye,ST,
England,League Two,Forest Green Rovers,23,Tyrese Omotoye,21,Belgium,ST,225000.0
England,League Two,Forest Green Rovers,9,Mathew Stevens,26,England,ST,175000.0
England,League Two,Forest Green Rovers,10,Christian Doidge,31,Wales,ST,30000.0
England,League Two,Crewe Alexandra,9,Courtney Baker-Richardson,28,England,ST,275000.0
England,League Two,Crewe Alexandra,7,Chris Long,29,England,ST,250000.0
England,League Two,Crewe Alexandra,20,Elliott Nevitt,27,England,ST,175000.0
England,League Two,Crewe Alexandra,32,Max Woodcock,18,Scotland,ST,75000.0
England,League Two,Doncaster Rovers,40,Billy Waters,29,England,ST,125000.0
England,League Two,Doncaster Rovers,20,Joe Ironside,30,England,ST,275000.0
England,League Two,Doncaster Rovers,9,George Miller,25,England,ST,200000.0
England,League Two,Doncaster Rovers,31,Caolan Lavery,31,Northern Ireland,ST,100000.0
England,League Two,Doncaster Rovers,22,Conor Carty,21,Ireland,ST,75000.0
England,League Two,Doncaster Rovers,36,Maxime Biamou,33,France,ST,
England,League Two,Gillingham FC,19,Jorge Cabezas,20,Colombia,ST,700000.0
England,League Two,Gillingham FC,9,Josh Andrews,22,England,ST,225000.0
England,League Two,Gillingham FC,10,Ashley Nadesan,29,England,ST,225000.0
England,League Two,Gillingham FC,47,Josh Walker,26,England,ST,150000.0
England,League Two,Gillingham FC,12,Oliver Hawkins,32,England,ST,100000.0
England,League Two,Gillingham FC,29,Joseph Gbode,19,England,ST,50000.0
England,League Two,Gillingham FC,31,Ronald Sithole,19,England,ST,50000.0
England,League Two,Mansfield Town,26,Will Swan,23,England,ST,225000.0
England,League Two,Mansfield Town,20,Tom Nichols,30,England,ST,200000.0
England,League Two,Mansfield Town,18,Rhys Oates,29,England,ST,150000.0
England,League Two,Mansfield Town,9,Jordan Bowery,32,England,ST,125000.0
England,League Two,Mansfield Town,12,James Gale,22,England,ST,125000.0
England,League Two,Mansfield Town,7,Lucas Akins,35,Grenada,ST,75000.0
England,League Two,Bradford City,28,Jake Young,22,England,ST,275000.0
England,League Two,Bradford City,14,Tyler Smith,25,England,ST,200000.0
England,League Two,Bradford City,9,Andy Cook,33,England,ST,150000.0
England,League Two,Bradford City,8,Calum Kavanagh,20,Ireland,ST,100000.0
England,League Two,Bradford City,27,Matt Derbyshire,38,England,ST,75000.0
England,League Two,Notts County,9,Macaulay Langstaff,27,England,ST,400000.0
England,League Two,Notts County,29,Alassana Jatta,25,The Gambia,ST,400000.0
England,League Two,Notts County,19,Cedwyn Scott,25,England,ST,125000.0
England,League Two,Notts County,27,Junior Morias,28,England,ST,125000.0
England,League Two,Notts County,17,David McGoldrick,36,Ireland,ST,100000.0
England,League Two,AFC Wimbledon,9,Josh Davison,24,England,ST,275000.0
England,League Two,AFC Wimbledon,18,Omar Bugiel,30,Lebanon,ST,200000.0
England,League Two,AFC Wimbledon,38,John-Kymani Gordon,21,England,ST,200000.0
England,League Two,AFC Wimbledon,29,Aron Sasu,19,Norway,ST,75000.0
England,League Two,AFC Wimbledon,10,Josh Kelly,25,Northern Ireland,ST,
England,League Two,Accrington Stanley,9,Matt Lowe,28,England,ST,150000.0
England,League Two,Accrington Stanley,19,Jake Bickerstaff,22,Wales,ST,125000.0
England,League Two,Accrington Stanley,39,Josh Woods,23,England,ST,100000.0
England,League Two,Accrington Stanley,26,Leslie Adekoya,19,Ireland,ST,75000.0
England,League Two,Walsall FC,23,Mo Faal,21,The Gambia,ST,225000.0
England,League Two,Walsall FC,18,Josh Gordon,29,England,ST,175000.0
England,League Two,Walsall FC,11,Douglas James-Taylor,22,England,ST,150000.0
England,League Two,Walsall FC,20,Aramide Oteh,25,England,ST,125000.0
England,League Two,Walsall FC,39,Danny Johnson,31,England,ST,125000.0
England,League Two,Walsall FC,9,Jamille Matt,34,Jamaica,ST,75000.0
England,League Two,Morecambe FC,17,Cammy Smith,28,Scotland,ST,175000.0
England,League Two,Morecambe FC,39,Jordy Hiwula,29,England,ST,250000.0
England,League Two,Morecambe FC,9,Gerard Garner,25,England,ST,175000.0
England,League Two,Morecambe FC,20,Charlie Brown,24,England,ST,175000.0
England,League Two,Morecambe FC,14,Jordan Slew,31,England,ST,100000.0
England,League Two,Morecambe FC,11,Julian Larsson,22,Sweden,ST,
England,League Two,Salford City,9,Callum Hendry,26,Scotland,ST,325000.0
England,League Two,Salford City,39,Callum Morton,24,England,ST,200000.0
England,League Two,Salford City,18,Conor McAleny,31,England,ST,125000.0
England,League Two,Salford City,17,Matt Smith,34,England,ST,100000.0
England,League Two,Salford City,54,Junior Luamba,20,DR Congo,ST,
England,League Two,Barrow AFC,19,Dom Telford,27,England,ST,375000.0
England,League Two,Barrow AFC,20,Emile Acquah,23,England,ST,275000.0
England,League Two,Barrow AFC,23,Cole Stockton,30,England,ST,275000.0
England,League Two,Barrow AFC,9,Jamie Proctor,32,England,ST,100000.0
England,League Two,Grimsby Town,9,Rekeil Pyke,26,England,ST,225000.0
England,League Two,Grimsby Town,32,Danny Rose,30,England,ST,175000.0
England,League Two,Grimsby Town,25,Donovan Wilson,27,England,ST,125000.0
England,League Two,Grimsby Town,39,Edwin Essel,19,England,ST,50000.0
England,League Two,Grimsby Town,20,Justin Obikwu,19,Trinidad and Tobago,ST,
England,League Two,Newport County,9,Omar Bogle,30,England,ST,300000.0
England,League Two,Newport County,31,Luke Jephcott,24,Wales,ST,275000.0
England,League Two,Newport County,7,Will Evans,26,Wales,ST,225000.0
England,League Two,Newport County,30,Seb Palmer-Houlden,19,England,ST,125000.0
England,League Two,Newport County,10,Offrande Zanzala,27,Congo,ST,100000.0
England,League Two,Swindon Town,9,Paul Glatzel,23,Germany,ST,250000.0
England,League Two,Swindon Town,11,Rushian Hepburn-Murphy,25,England,ST,200000.0
England,League Two,Swindon Town,23,Aaron Drinan,25,Ireland,ST,175000.0
England,League Two,Swindon Town,32,Charlie Austin,34,England,ST,150000.0
England,League Two,Tranmere Rovers,9,Luke Norris,30,England,ST,150000.0
